,Tweet_ID,Tweet_Text,Class,
,1٫44396أس+18,"عيون العالم اليوم تتوجّه نحو دبي في فعاليات افتتاح معرض #اكسبو_٢٠٢٠ 
حدث ثقافيّ بمستوى عالميّ 👏

#Dubai #ExpoDubai #ExpoDubai2020 #SyriaExpo2020 #Syria 
#ديمة_قندلفت #دبي #سوريا #الجناح_السوري https://t.co/MaocKyOpgW",positive,
,1٫48238أس+18,ممتاز الستايز يقولون بما ان حفل اكسبو دبي بكرا بيكون بمكان مفتوح وقت تنزل الامطار بيفتحون هالشي بوقتها اذكياء https://t.co/lP4AEUFErN,neutral,
,1٫45042أس+18,"الخميس اجازه + وقت المباراة ممتاز وفي دبي + العصر تاخذ لك لفه على اكسبو لين تبدأ المباراة مالكم اي عذر.. #زعبيل_عيناويه 💜💪
https://t.co/dEb3GY0Fp0",neutral,
,1٫46284أس+18,"ممتاز..👌
#اكسبو_دبي_٢٠٢٠",positive,
,1٫46661أس+18,من اكثر الاجنحة استقبالا للزوار جناح #السعودية في (#اكسبو دبي 2020) يوم الاربعاء الاول من ديسمبر 👍 تنظيم واستقبل ممتاز https://t.co/8SshDV0dDk,positive,
,1٫44563أس+18,"إبريق القهوة المختصة الزجاجي مع فلاتر بعرض ممتاز
https://t.co/7JuFWQcH87
#موسم_الرياض 
#التواصل_الاجتماعي 
#السناب_شات 
#تخيل_أكثر 
#اكسبو_دبي_٢٠٢١
 #Aliexpress",non-relevant,
,1٫47225أس+18,"ايفون ١٣ برو ماكس اكسره بالعافية 🤣
IPhone 13 pro max cinematic mode رائع جدا
 #iPhone13 1 TB
ممتاز جدا للسناب شات..
راح ازعجكم بصور منه في موسم الرياض و اكسبو دبي 2020 https://t.co/0In1uA7KYK",non-relevant,
,1٫54954أس+18,"تملك فيلا جاهزة أربعة غرف فاخرة وواسعة في دبي

أفضل موقع وسعر على الإطلاق  مجمع فلل راقي جداًالخدمات:حدائق - مدارس - مسجدمتاجر تجزئةصالة ألعاب رياضيةحمامات سباحةغرفة غسيل وخزائن حائطية موقع ممتاز في مجمع دبي للإستثماردقائق من اكسبو 2020 للتواصل

https://t.co/b6BbFSSRnH",non-relevant,
,1٫45005أس+18,"Btc اغلاق ممتاز
نحتاج فقط ياخذ مسار عرضي لايام قليله
حتي ترتفع باقي العملات
حافظ علي عملاتك
متبعش بخساره وتقول السوق مستقصدني
لان هتبيع هتلاقي عملاتك انفجرت بعد ماتبيع ووقتها هتحس النحس ماضي معك عقداحتكار
#إكسبو2020  
 #بيتكوين
#بيورنسي 
#عملات_رقمية
#دولا#اكسبو_دبي_٢٠٢١ https://t.co/aGSzsq1AeM",non-relevant,
,1٫51322أس+18,"#استبيان_البيان_العالمي
96.6% من الدول المشاركة في إكسبو 2020 دبي تمنح البنية التحتية وخدمات دعم المشاركين في موقع الحدث درجة ممتاز. 

@expo2020dubai
#Expo2020🇦🇪
#إكسبو2020 #دبي🇦🇪
#expo2020dubai🇦🇪
#البيان_القارئ_دائما https://t.co/OMHDPJEjdj",positive,
,1٫46535أس+18,"الأستاذ الدكتور رائد عوامة عميد كلية محمد بن راشد للإدارة الحكومية يتحدث عن برنامج رواد المستقبل الذي يعتبر مثال ممتاز لبرامج الكلية 
#مع_إكسبو على #تلفزيون_دبي https://t.co/R7B38rt9OA",non-relevant,
,1٫5091أس+18,@bttt3lm شغلهم في اكسبو دبي ممتاز عديل والله,positive,
,1٫46165أس+18,"اللي عندي شي استفسار او شي علقان فيه انواصلوا معي المفروض محافظنا وضعهم ممتاز للي متقيد بالحجز والاستمرار  بعد تواصلوا معي اليوم ننضف المحافظ كاملة 
#crypto #bnb #floki #shiba #bitcoin #eth #sol #nft #binance 
#السعودية #الامارات #قطر #الكويت #اكسبو #دبي #عمان #البحرين #ذهب",non-relevant,
,1٫44999أس+18,"معدل الزيارة اليومي خلال 10 ايام - 41200

معدل الزيارة خلال 15 يوم - 51000

وهذا مؤشر ممتاز يدعوا للتفاؤل #اكسبو_دبي_٢٠٢٠",positive,
,1٫45086أس+18,@roma4851 @FaithWolfa @F083M وااااو ٥ شهور مرا ممتاز 🤩 شكلي بسحب على اكسبو دبي 😅,neutral,
,1٫46347أس+18,لقائي اليوم بالسكرتير العام لحكومة السند السيد ممتاز علي شاه كان لقاء مثمر تحدثنا عن أهم الإحداث (اكسبو 2020 دبي). https://t.co/3wGt3Zfc1Z,positive,
,1٫45414أس+18,"#اكسبو_٢٠٢٠ إستغلال ممتاز لجذب السياحة والزوار، هذا دليل على عبقرية وحنكة.
ودعوة الدول للعرض وتقديم ما لديها فهي قامت بجذب وفود رسمية اولا وشعوبا.
فلك أن تتخيل الإيرادات التي حصلت عليها دبي عن الطريق المباشر وغير المباشر.
فهنيأ إلى #الامارات ونتمنى #البحرين تحذوا حذوها",positive,
,1٫46054أس+18,"@O_Markets من زاوية اخرى، حركة سهم سوق دبي المالي dfm هو طريقة اعلانية ذكية جداً للتسويق لسوق دبي المالي وتوقيت ممتاز مع فترة اكسبو

#تسويق #سوق_دبي #سوق_دبي_المالي",negative,
,1٫4726أس+18,"@iAbuBandar بسوي لك خطتين بديلة :

الأولى : دبي إكسبو + مهرجان تسوق + جو ممتاز

الثانية : مطار ينبع + أملج + حقل عاد ان بغيت تبتل للأردن أو ترجع من مطار تبوك",positive,
,1٫44833أس+18,"@r_1980 @salahalhashem أنا كويتي ، وآخر مرة حضرت معرض ""أكسبو دبي"" في أبريل ١٩٨٨ م
المعرض ممتاز بتلك الأيام ، فما بالك الآن ؟؟
لكن بصراحة سبب عزوفي عن حضور المعرض بالثلاث عقود الماضية هو غلاء الأسعار ( بضاعة + سكن )",negative,
,1٫45138أس+18,@rta_dubai فكرة تقديم سيارات تاكسي في اكسبو دبي ضرورية وانتم لها اهل .. سيارات قولف كهربائية والتوصيل برسوم ممتاز,neutral,
,1٫49819أس+18,"⭕️ وفد عراقي يزور الجناح السوري في #إكسبو_2020 #دبي
 (https://t.co/o5JWkNIgeO) 

⭕️ أول #جريح_حرب ينال الدكتوراه في الهندسة الزراعية بتقدير ممتاز (https://t.co/P6Zb7kLRVf)",neutral,
,1٫45958أس+18,"@WaeLBarghouthi للاسف هاد شغل الشلفقه الي من قفى الايد وبدون ضمير
معرض اكسبو دبي من٥ او ٦سنين بجهزوله
كان في وقت كافي لحتى يكون في أفكار جباره وتدريب فريق ممتاز ومتمكن وواثق يمثل الاردن
بس القرار لما يكون بإيد ناس مابهتموا ولا بحبوا هالبلد راح يصير اكتر من هيك اخطاء
الفساد متجذر عنا بكل المجالات",negative,
,1٫51029أس+18,@AZK_SA حضرته ممتاز البوليفارد و عدد الزيارت ممتاز يعني قريب من عدد زيارات اكسبو دبي الي يشتغلون عليه من عشر سنوات 👌🏼 برافو,positive,
,1٫50983أس+18,@ToufyAwatef @algadeer_111 لاتنسين أنة إكسبو دبي كان في عز وقت الجائحة وهذا روحة كان أكبر تحدي نعرف أنه اليابان بتنظم بشكل ممتاز وبكون يمكن في وقت أفضل من هذا الوقت و الله يرفع عن الجميع البلاء,neutral,
,1٫46419أس+18,ليله من العمر في اكسبو دبي.  استمتعنا مع الفنان القدير عبدالله الرويشد @expo2020dubai  @Ruwaishid_com https://t.co/wykfuJ4BWo,positive,
,1٫45164أس+18,"استمتعنا اليوم بأمسية شعرية فاقت الخيال مع الشاعر عبداللطيف بن يوسف @youlat85 ضمن الليالي الشعرية التي يحتفي بها الجناح السعودي في معرض اكسبو دبي @expo2020dubai 
شكراً لجميع القائمين على هذه الأمسية الرائعة https://t.co/WE7qbgkCN9",positive,
,1٫44899أس+18,"لا توجد حياة بدون شمس، استمتعنا في إكسبو 2020 دبي بعرض موسيقي مليء بالبهجة، إذ كانت الشمس هي النجمة الحقيقية! شاركونا بـ ☀️ في التعليقات إذ سنحت لكم الفرصة لمشاهدتها.
#إكسبو2020 #دبي https://t.co/XRAynaw52c",positive,
,1٫49855أس+18,"باقي 30 يومًا فقط! استمتعنا معًا بالعديد من التجارب التي لا تُنسى، ولا زال هناك الكثير لاكتشافه، لا تنتظروا حتى فوات الأوان ولا تفوتوا آخر فرصة قبل ختام إكسبو 2020 دبي.  

#إكسبو2020 #دبي https://t.co/6s2gkGHqqX",positive,
,1٫51279أس+18,"مر أسبوع منذ اليوم الأخير من اكسبو 2020 دبي. اليكم عودة بالفيديو على الأسبوع الختامي لجناح المغرب، مع العديد من الأحداث الفنية والثقافية التي لا تُنسى.
لقد استمتعنا بمشاركة هذه اللحظات الرائعة من موسيقى ورقص وموضة.

#Expo2020 #Dubai #UAE #Morocco #MoroccoPavilion https://t.co/7hWJD6sL0i",positive,
,1٫45514أس+18,"بحضور معالي الشيخ نهيان بن مبارك آل نهيان ورئيس الوزراء المصري معالي د.مصطفى مدبولي ..سعدت بحضور احتفال #إكسبو2020، ب #اليوم_الوطني_المصري ،استمتعنا بقصص المصريين وانجازاتهم السابقة والراهنة،على أرض الفرص والازدهار.

@expo2020dubai 
@EgyptExpo2020
 
 #دبي #اكسبو_دبي_٢٠٢٠ #مصر https://t.co/DBQ34zvCsX",positive,
,1٫47399أس+18,@PatilRiny @Mohamed_Ramadan احلى رمضان واحلى اكسبو دبي...فعلا أستمتعنا بالعالمي والاستعراضات المبهره ..عاش رمضان وعاشت دبي.#محمدرمضان,positive,
,1٫45367أس+18,"لقد مضى تقريباً شهر على انطلاق #إكسبو2020 دبي. كان شهراً مميزاً للغاية استمتعنا فيه بالكثير من الأنشطة والفعاليات المرتبطة بالأعمال والاستثمار  والاستدامة  والتنقل. أتطلع شوقاً لاكتشاف المزيد في هذا الحدث العالمي. 
https://t.co/ShqbFBmujb
#إكسبو_دبي #تنقل #استدامة #فرص #أعمال",positive,
,1٫49077أس+18,استمتعنا بأمسيات ساحرة مع الفنان المبدع والموسيقار القدير عمر خيرت في إكسبو 2020 دبي🎶 أطربنا الفنان بمجموعة استثنائية... https://t.co/GooCTW7mwn https://t.co/k972kJWPe6,positive,
,1٫44864أس+18,"استمتعنا بالأجواء الإيجابية والمُسلية من حلقة ""كريس فيد شو"" على فيرجن راديو دبي في جناح بيبسي®️ وليز®️ ""الإضافة"" في إكسبو 2020 دبي!
وأسعدنا الحديث إلى كريس فيد وفريقه عن التجارب والابتكارات الرائعة التي في انتظار زوّار أجنحة بيبسيكو في إكسبو 2020 دبي! 😁
#بيبسيكو https://t.co/Uos1Cn0k5W",positive,
,1٫49075أس+18,"استمتعنا بأمسيات ساحرة مع الفنان المبدع والموسيقار القدير عمر خيرت في إكسبو 2020 دبي! 🎶 

أطربنا الفنان بمجموعة استثنائية من أشهر مؤلفاته الموسيقية، بينما حملتنا ألحانه ومعزوفاته بين بحور الموسيقى المصرية والغربية في قلب ساحة الوصل. #إكسبو2020 #دبي https://t.co/FmBJUdrsrj",positive,
,1٫50947أس+18,"كنا ندعم اكسبو دبي @expo2020dubai 
بأقل ما نملك .. منذ ان ترشحت 
شاركنا فرحة الانتصار بالفوز 
و استمتعنا على مدى 6 شهور بهذا الحدث العظيم 
اليوم نوده و في قلوبنا حزن على فراق هذا الحدث",positive,
,1٫47328أس+18,يهتم الدكتور علي بن تميم رئيس مركز ابو ظبي للغة العربية بطرق ووسائل الحفاظ عليها وقد استمتعنا هذا اليوم بحديث عدد من المتخصصين الذين ناقشوا سبل ذلك في خلوة أقامها المركز على احد قاعات إكسبو دبي، بوركت هذه الجهود وجزاكم الله خيراً عن لغة كتابه ..,positive,
,1٫49861أس+18,"باقي 30 يومًا فقط! استمتعنا معًا بالعديد من التجارب التي لا تُنسى، ولا زال هناك الكثير لاكتشافه، لا تنتظروا حتى فوات الأوان ولا تفوتوا آخر فرصة قبل ختام إكسبو 2020 دبي. 
@MoFAICUAE
#إكسبو2020 #دبي https://t.co/VRgGZqaFM3",positive,
,1٫45478أس+18,"لا تفوتوا سهرات إكسبو الغنائية! 🎶 استمتعنا بعطلة نهاية الأسبوع مليئة بالاحتفالات والموسيقى والأوقات الممتعة برفقة مجموعة رائعة من المغنيين ومنسقي الموسيقى (دي جي).
📍مسرح دبي ميلينيوم
#إكسبو2020 #دبي",positive,
,1٫5041أس+18,"عروض مذهلة! 🤩 استمتعنا بمشاهدة المشاركين في برنامج إكسبو 2020 لنجوم الغد الموهوبين من المدرسة الأسترالية الدولية بالشارقة ومدرسة وينشستر جبل علي 🌟💜

لا تفوتوا عروضنا المتبقية لهذا الأسبوع!

#برنامج_إكسبو_للمدارس #إكسبو2020 #دبي https://t.co/KTT1VANnpM",positive,
,1٫50651أس+18,@expo2020schools يجنن.. الخدمات رووعه وكثير اشياء مجانيه استمتعنا من صدك.. شكرا دبي وشكرا أكسبو 2020 👍👏,positive,
,1٫45918أس+18,لا مين قال اني زعلانة عشان مش رايحة على حفلة #نانسي_اكسبو_دبي؟ عادي بس فات غبرة بعيني https://t.co/ggcC6dOos9,neutral,
,1٫48232أس+18,يمه انتم متخيلين ان رئيس كوريا مون جاي ان بيحضر حفل اكسبو دبي اللي بيكونون فيه سكيز هالشي مو عادي ابدا مره كبير https://t.co/SDavQ4gBS5,positive,
,1٫44497أس+18,"من جناح #السعودية في #اكسبو_دبي_٢٠٢١
العرضة الشعبية في #جازان جنوب السعودية كان التفاعل من الجمهور غير عادي https://t.co/GSFXmPy7bi",positive,
,1٫45882أس+18,"السوبرستار #راغب_علامة: حفلتي غداً موعد جديد مع الفرح والإبهار في حفل غير عادي بـ #إكسبو2020 #دبي 
هذا الحدث العالمي الأهمّ والكبير الذي سيبقى للتاريخ وسيُنقل من #دبي الى جميع أنحاء العالم
#Expo2020
#Expo2020Dubái 
#إكسبو_2020_دبي
@raghebalama https://t.co/uz4akyIIpT",positive,
,1٫46182أس+18,#اكسبو_دبي_٢٠٢٠ حدث غير عادي ابدا https://t.co/5SwT5InN3Q,positive,
,1٫44455أس+18,"هذا الرجل يتحفنا كل يوم بإنجازاته وبما يقدمه لبلده .
طموح لا يتوقف،نقلة كبيرة لإمارة دبى فى عهده جعلتها فى مصاف المدن العالمية، اهتمام غير عادى بمواطنيه،أحد إنجازاته ما نراه الآن فى اكسبو دبى.
كل التمنيات لهذا الرجل بمزيد من النجاح ولبلده بمزيد من التقدم .
#محمد_بن_راشد_٢٠٢٠_Expo https://t.co/f99zhP8Zv7",positive,
,1٫46932أس+18,"عادي عندكم جاكم ضيف مثل الامير #محمد_بن_سلمان 
في دبي زار اكسبو 
وقطر الملاعب الجديده 
هلحين وين تبون يزوره  وتفتخرون به لايوجد شي
 مميز عندنا في الكويت ليزوره ضيف مثل الامير #محمد_بن_سلمان 
التاجر دمر الكويت ولم يعمرها فشل",positive,
,1٫46016أس+18,"واللّي يخرج برّا حياتنا... عادي بنشيله من حساباتنا مش حنتحايل عليه🎶
* إللي باعنا*🎤
من سهرة رائعة ابدع فيها نجم النجوم🌟و معشوق جميع الأجيال💕 السوبرستار ""راغب علامة"" بنشر الحب والسعادة💃 بقلوب عشاقه♥️
#أمسيات_خالدة  #اكسبو_دبي_٢٠٢٠ 
https://t.co/sFoXBpaOTA
@raghebalama https://t.co/ArbyxdQzte",non-relevant,
,1٫46143أس+18,#اكسبو_دبي_٢٠٢٠ حدث غير عادي ابدا https://t.co/CRxLNqIKJi,positive,
,1٫44832أس+18,وزير الاعلام والشباب @AbAlghanaim @MOInformation @KuwaitiCM والوزراء الموقرين انتوا تعلمون بهذه الاغاني داخل #اكسبو_دبي_٢٠٢٠ تدرون شنو الاغنيه والكلمات ترضون بهذه الاعمال اذا انتوا عندكم الوضع عادي ايمانوا ليش ما سويتي لي باشميل احنا كا شعب نرفض تماماً هذه المهزله ⁉️#الكويت ✋🏽 https://t.co/1s6gwIBlhi,negative,
,1٫48119أس+18,"طيب اللي بيسخر ماذا استفادت مصر من منتدى شباب العالم 
طيب ماذا استفادت قطر من كاس العالم 
وماذا استفادت دبي من اكسبو ؟
انت مش فاهم ده شيء عادي 
لكن مش فاهم وبتفتي ده اللي اصبح شيء مقرف",negative,
,1٫44502أس+18,هنيئا لدولة #الإمارات الشقيقة على النجاح الباهر الذي يحققه #اكسبو_دبي_٢٠٢١ رغم أن مثل هاته النجاحات هي أمر عادي  في دولة ضمنت منذ مدة مكانها ومكانتها مع الكبار,positive,
,1٫45907أس+18,محد عبرني يوديني اكسبو دبي اصلا عادي كان ودي اشوف هايلايت وبانش🥺,positive,
,1٫47901أس+18,@DjokerNole تعالي اكسبو دبي وخد ختم استراليا يا اسطي عادي https://t.co/DhbxbLuHdL,neutral,
,1٫44412أس+18,عادي أن الأمنية تصير إني اروح اكسبو دبي :(,positive,
,1٫45523أس+18,"يعتبر الاكسبو ثالث اهم حدث عالمي بعد كأس العالم والاولمبياد .. فشي عادي كثافة الزوار .. ولكن لان هالمره #الإمارات_العربية_المتحدة منظمه هذا الحدث فعشان جي #اكسبو_دبي_٢٠٢٠ مميز 😍
#Expo2020 
#Expo2020Dubai https://t.co/XfWUBGZGRA",positive,
,1٫50261أس+18,@KFA7I ليش اغلب التعليقات فيها تنمر !؟؟ الريال قال رايه وعلى فكره وايد ناس ماعيبها اكسبو عادي ترا ما سب  دبي هو، يعني لازم تقمعون راي الشخص المخالف لرايكم!؟,negative,
,1٫44381أس+18,"إكسبو 2020 هي رسالة #دبي الأقوى للعالم.. #الإمارات تبهر الجميع بافتتاح غير عادي وتكتب فصلاً جديداً في تاريخ الإنسانية برسالة الأمل واللامستحيل.. 
 @expo2020dubai 
#Expo2020 
#Expo2020Dubai https://t.co/us75k4ULLd",positive,
,1٫44384أس+18,ربعنا اللي شافوا افتتاح اكسبو دبي، عادي عندكم؟ شنو ينقصنا عشان نعيش نفس الفرحة؟ الله يهنيهم و حسبي الله في كل من تسبب بدمار هالديرة,negative,
,1٫45015أس+18,"أقوى مسرحيات مسرحيات حزبالله الداخلية وجماعته حتى يخون اللبنانية ويهددن بالإرهاب تبعه.

رئيس إيران السابق (أحمد نجادي👇) ب #اكسبو_دبي_٢٠٢١ عادي
عم يحكي مع إسرائيلي عادي
عم يتصور معهم عادي

بس فنانة لبنانية تتصور مع كوافور تبعها
بحللو دمها وبدن يذبوحها

مجموعة منافقين مع سلاح",non-relevant,
,1٫45272أس+18,@Thepeace_1 تذكرة اكسبو عادي من دبي اخذها مو لازم احجزها من هنا ؟,neutral,
,1٫45952أس+18,"2مليون دينار تكلفةالجناح الاردني في اكسبو دبي!!! ممر ديكور عادي جدا شاشات عرض اقل من عادية والنتيجة فضيحة ثقافية تاريخية ومسخرة وهبل تنظيمي غير مسبوق واحراج دولي بحضور صاحب الولاية العامة افتراضيا.
نسخة لرئيس كوريا الشمالية رضي الله عنه تعال خلصنا من هالقرف يا كبير.
نسخةلابو بدر",negative,
,1٫45621أس+18,اقولكم اللي بيسافر الفتره هذي لغرض السياحه مع كل الفعاليات اللي عندنا مثل اكسبو والقريه وعين دبي وغيرهم، هل يعتبر خاين للوطن ولا عادي؟,neutral,
,1٫44798أس+18,"@action_news عادي يمكن ياي حق اكسبو و حب يتابع المباره
ارتيتا مدرب ارسنال موجود في دبي 🤔 https://t.co/08DXSuMRPM",neutral,
,1٫45411أس+18,"@MHQUBAISI عادي حبيبي. 
إكسبو معرض دولي مب ملك لدبي ، هو معرض متنقل في شنغهاي و ميلانو وفي دبي و في ٢٠٣٠ في الرياض.. يعني وشفيك خايف؟ من جاب سيرتكم؟ هدي حبيبي",neutral,
,1٫45505أس+18,"@F_o00o بعد لو حاطين شجرة اللبان تبع #اكسبو_دبي بيكون احلى شويه...

عادي ننتقد شوي",negative,
,1٫48206أس+18,استعراضك لزيارة إكسبو دبي وتصويرك للجناح الفلسطيني أبدًا م مدعاة للفخر ، وحقيقة بت أتساءل هل الناس جاهلة بكون إكسبو داعم لاسرائيل ، ولا يعرفوا وصارت المقاطعة شيء عادي !,non-relevant,
,1٫45941أس+18,#الجناح_الأردني هو مبنى عادي وكنت اتمنى لو كان مبنى مستقل وواضح وفي مكان بارز. لكن #اكسبو_٢٠٢٠ فرصة ذهبية للترويج للبلد. زرت المعرض مساء قبل اسابيع ولم أجد أحد يشرح لي.  #اكسبو_دبي_٢٠٢٠,negative,
,1٫44743أس+18,غريبة!! حتى الان لم تشكل لجنة تحقيق في اخفاقات وفشل جناح الكويت في اكسبو دبي وحضوره المفقود. عادي جداً فقد تعودنا على الاخفاقات والفشل😂😂,negative,
,1٫45993أس+18,@suadiuae  عادي  اجي دبي  من السعوديه  واروح اكسبو عادي او لازم فحص كورونا قبل  دخول.,neutral,
,1٫45147أس+18,"ترى عادي بلدين ناجحين جنب بعضهم!
شوية ثقة وش اللي بساط كأننا بكشته؟
وترى السعوديين رواد دبي هم نفسهم السعوديين بموسم رياضهم ومنهم محمد عبده اللي غنى في اكسبو دبي😌
نقول ونطول بإذن الله زي ما نرفع من أي مكان نرتاده في أي بقعة بالعالم ما راح نعجز نوصل بوطننا لعنان السماء🇸🇦",positive,
,1٫48825أس+18,@DaR_ZaYeD_74 @JenanAlShehab لما يخلص اكسبو بتيي دبي عادي عشان تتمشى 😃,neutral,
,1٫44422أس+18,عادي جداً وطبيعي مشاريعهم الفعليه طبقوها في معرض #اكسبو_دبي_٢٠٢١ ألا وهي هز الخصر والرقص,negative,
,1٫50703أس+18,"@EdyCohen كان ل إيران جناح في اكسبو دبي
عادي يعني ، شو المشكله ايران جيران الخليج",neutral,
,1٫44406أس+18,لو مبنى السعودية في اكسبو جا مثلا فيه شي من اثار العلا كان افضل بمليون مرره!!! غلطه كبيرة لاكن ياريت نتعلم منها!! اشوفه مبنى عادي جدا ومكلف على الفاضي! #اكسبو_دبي_٢٠٢٠  #جدة #الرياض,negative,
,1٫45921أس+18,"@fajer129f @i1rmh انو عادي الماضي ماضي بس الحاضر حاضر😩

#نانسي_اكسبو_دبي",neutral,
,1٫48848أس+18,@Saleh077282 @patrolss @sahabnews1 @JenanAlShehab بنتكم خذت الجوائز العالميه من شيوخ الازهر يعني ومشاركتها في اكسبو ميلان  واحتفالهم باليوم الاسرائيلي عادي سبحان الله  بس اي شي في دبي ننسحب الحناح الفلسطيني والفلسطينين موجودين ما نسحبوا  الموضوع يخص دبي والامارات مب اسرائيل لانه اسرائيل موجوده في كل محفل دولي يتبع,non-relevant,
,1٫45197أس+18,@TurkiAldakhil لو لا الجناح السعودي لما نجح بهذا الشكل المميز الغير عادي الذي لم يحصل في تاريخ #إكسبو_دبي_٢٠٢٠,positive,
,1٫4595أس+18,@HamaidaMahar عادي استني لا اكسبو_دبي_٢٠٢٢ بنزبطها الك 😂🤣🤣,neutral,
,1٫5012أس+18,@IraqiGidle عندي استفسار عندي بنت عمرها سنة عادي دخولها ل اكسبو دبي؟ لان ماشفت في مواقعهم شي,neutral,
,1٫44941أس+18,@majedbinmatar @al_liwaaQT عادي تحصلهم حاطين صوره اكسبو دبي مسوين دعايه لسوق واقف  .. سامحهم اخوي عندهم نقص 🤪🤪🤪 ههههههههه,neutral,
,1٫5051أس+18,@drahabdullh ماقلت شي عن اي دولة كلامي كان واضح وصريح وقلت مع كامل احترامي وتقديري لجميع الدول وماقللت من شان اي دوله اذا قلت ان اكسبو دبي لن يتكرر يعني ذميت باقي الدول؟ كلامي جدا عادي ومافيه اي شي يقلل من شان حد,neutral,
,1٫4706أس+18,"@Columbuos يا سبحان الله اذا ذكرنا شيء عن وطنا زعلوا طيب الارقام صحيحه والاحصائيه صحيح اذكر الموسم الرياض الاول كان في مقارنه من دبي عن حفله حضرها 100, ألف  عادي الموضوع 
وبعدين اكسبو القدم عندنا ((فلا تحطوا العصابه قبل الفلقه))",non-relevant,؟
,1٫47443أس+18,@naifmez دورة رياضية تزيد الحالات وتأثر لكن اكسبو دبي وموسم الرياض عادي ؟,neutral,
,1٫49945أس+18,@LadyDoha عادي كأس العالم ممكن يتأجل مب شرط يكون 2022 نفس إكسبو دبي,neutral,
,1٫51727أس+18,@iymantion @ThursdayHosani مافي شي صعب على دبي. عادي يخلون اكسبو نفس شهر فبراير ومارس 🤩❤️,positive,
,1٫47069أس+18,"@saharalqatan @70sul مقارنه مافيها شيء بحكم  أن أكسبو فعاليه عالميه 
شيء طبيعي تقارن نجاح موسم الرياض بأقرب فعاليه دوليه بالمنطقه 
وليست المقصود بالمقارنه دبي أنما المقصود الفعاليه 
الموضوع عادي 
وفعلاً موسم الرياض حقق أرقام كبيره وهذا دليل على نجاحه .",neutral,
,1٫45318أس+18,@hafedat_bin_ali @kdehani غير صحيح بالمره ما يقال مجرد اتهامات لا اساس لها من الصحه والكلام ببلاش عادي جداً اي واحد يقول اللي يبيه ولكن الحقيقه هي ان القائمين على جناح الكويت في معرض اكسبو دبي هم خيرة شباب و بنات الكويت من قطاع الاعلام الخارجي في وزارة الاعلام وما يثار غير صحيح بالمرة,neutral,
,1٫48911أس+18,@monther72 كذابه ودي اشوف الرسائل اللي توصلها  الموضوع في اسم الامارات تبغي تشتهر هالاسرائيلية ولا محد درى عنها جنسيتها و دراستها كلها مع اليهود عادي بس مشاركتها في اكسبو دبي يتعارض مع القضية ! طززززززز,non-relevant,
,1٫48601أس+18,"@rabyaahahmed عادي واذا انضرب المهم انه 
ضرب هدفه وضرب اكسبو دبي ولو مكان مدني لن يكون مثل ضرب التحالف العبري على مدار سنوات بلدك بجميع القنابل والاسلحة المحرمة",non-relevant,
,1٫45953أس+18,@Drmuhammed95 على سيرة إكسبو دبي... اليوم احد الاصدقاء بقلي زرت جناح الأردن بشنغهاي بالصين ٢٠١٠....كان الشباب اللي بحكو عن الاردن سوريون... فعادي... كل شي صار عادي عنا بالوطن,neutral,
,1٫50985أس+18,@5cLasUcj2jOgWys @mazin_alreesi @abdulmalik512 ليش عاد مسببه إسهال ...عادي جائزة تقديرية وفيها تقييم من وجهة نظر اللجنة المشرفة عليها قد تكون صادقة في تقيمها وقد لا تكون وايضا نحن لا نعلم عن الأسس المتبعة في ذلك وشكرا للجنة وشكرا للفريق المتواجد في إكسبو دبي لعملهم الجاد ..,positive,
,1٫44714أس+18,@17_HSA شو دخل اكسبو؟وهالشي ماله علاقة بالثقافات!أنا من بلد منفتح وعندنا هاللبس عادي،بس اقري تعليقي جيدا،وتركيزي على أنه احترام المكان واجب وذلك من الرقي في التفكير.لو كانت في عرس أو حفلة خاصة ما بعلق،ولكن في حفل تكريم(واكيد هذا مش مهرجان الجونة ولامهرجان دبي السينمائي)عشان تطلع بهالمنظر,non-relevant,
,1٫44374أس+18,"@Ahmedal71707972 إكسبو دبي تعال استأجر جناح واعمل فيه اللي تشتي،، عادي جداً.
الخلاصة شركة بدون بيانات مالية،، بدون أصول موثقة،،، هذه شركة نصب واحتيال.

اما الاحتفالات والدعاية،، كل الناس يعرفوا يعملوا دعايات. حتى لو كانت لانشطة وهمية.",non-relevant,
,1٫44405أس+18,@DimaSadek عادي ما يشوفوها لان احتفالات المازوت لم تشارك فيها الراقصات والعاهرات امثالك، بس اكسبو دبي فيه الكثير من امثالك,negative,
,1٫48166أس+18,@ohsellluv اول مره جو عرضوه فيها ف عادي اتوقع . حق اكسبو بعد بينعرض بس مو عارفه في اي قناة الامارات ولا دبي ما اعرف,neutral,
,1٫45919أس+18,"معلومات مغلوطة حول تاريخ الأردن في اكسبو دبي 

أكد المدير التنفيذي للمؤسسة الأردنية لتطوير المشاريع الاقتصادية عبدالفتاح الكايد، أنه تم إنهاء خدمات منظمين في جناح الأردن ضمن معرض إكسبو دبي 2020 لتقيم معلوملت مغلوطة https://t.co/pRgipKf5Jn",negative,
,1٫45929أس+18,"@WaeLBarghouthi @AnasBtoush
على هامش المشاركة الكارثة في إكسبو دبي واعتذار المنظمين "" حسبما ورد "" والاستغناء عن خدمات بعض الموظفين والمتطوعين 😠
"" مش قد المنسف لا تتفلسف "" 😜 https://t.co/IN0Ik8u9au",negative,
